Date,Company
2010-04,BK
2010-04,TXN
2010-04,IBM
2010-04,DUK
2010-04,AMAT
2010-04,XRX
2010-04,CVS
2010-04,MS
2010-04,LOW
2010-04,COP
2010-04,QWST
2010-04,BSX
2010-04,ABT
2010-04,GLW
2010-04,PEP
2010-04,BRKB
2010-04,QCI
2010-04,HD
2010-04,BMY
2010-04,DELL
2010-04,KFT
2010-04,PM
2010-04,USB
2010-04,ETFC
2010-04,DIS
2010-04,CVX
2010-04,EMC
2010-04,MO
2010-04,WMT
2010-04,NCRA
2010-04,KO
2010-04,MOT
2010-04,HPQ
2010-04,JNJ
2010-04,VZ
2010-04,CMCSA
2010-04,PG
2010-04,S
2010-04,MRK
2010-04,F
2010-04,ORCL
2010-04,JPM
2010-04,XOM
2010-04,WFC
2010-04,INCO
2010-04,CSCO
2010-04,T
2010-04,MSFT
2010-04,PFE
2010-04,BLKFDS
2010-04,BAC
2010-04,GEC
2010-04,R
2010-05,GHC
2010-05,AZO
2010-05,MDP
2010-05,ISRG
2010-05,GAS
2010-05,PCLN
2010-05,SHLD
2010-05,FSLR
2010-05,DNB
2010-05,R
2010-05,FLS
2010-05,MIL
2010-05,RL
2010-05,SNA
2010-05,GWW
2010-05,DV
2010-05,MXA
2010-05,CERN
2010-05,WYNN
2010-05,CF
2010-05,DO
2010-05,HRL
2010-05,HAR
2010-05,FMC
2010-05,EMN
2010-05,ICE
2010-05,WHR
2010-05,CEPH
2010-05,TEG
2010-05,LXK
2010-05,IFF
2010-05,AVB
2010-05,BIG
2010-05,ARG
2010-05,TMK
2010-05,MTZ
2010-05,TIE
2010-05,SRCL
2010-05,ANF
2010-05,VFC
2010-05,FII
2010-05,SNI
2010-05,AN
2010-05,SHW
2010-05,PDCO
2010-05,ROP
2010-05,WAT
2010-05,BLL
2010-05,NVLS
2010-05,BCR
2010-05,MA
2010-05,ATI
2010-05,MEE
2010-05,DVA
2010-05,COG
2010-05,LH
2010-05,OKE
2010-05,HP
2010-05,WPI
2010-05,PNW
2010-05,BFB
2010-05,BMS
2010-05,AKS
2010-05,CRM
2010-05,SCG
2010-05,AVY
2010-05,RDC
2010-05,QLG
2010-05,LLL
2010-05,PXD
2010-05,AIZ
2010-05,SUN
2010-05,WEC
2010-05,PKI
2010-05,PLL
2010-05,NYT
2010-05,AIV
2010-05,EL
2010-05,SJM
2010-05,SIAL
2010-05,FTI
2010-05,HCN
2010-05,ROST
2010-05,VAR
2010-05,TIF
2010-05,JEC
2010-05,GR
2010-05,RSHCQ
2010-05,MWW
2010-05,VMC
2010-05,EFX
2010-05,APOL
2010-05,URBN
2010-05,HRS
2010-05,HAS
2010-05,CTAS
2010-05,FAST
2010-05,MKC
2010-05,PTV
2010-05,AIG
2010-05,CLF
2010-05,PSA
2010-05,MOLX
2010-05,ORLY
2010-05,FDO
2010-05,BXP
2010-05,DRI
2010-05,CLX
2010-05,TSO
2010-05,PCP
2010-05,ROK
2010-05,USX
2010-05,EQT
2010-05,XRAY
2010-05,CVH
2010-05,NDAQ
2010-05,BEN
2010-05,LEG
2010-05,RHI
2010-05,DGX
2010-05,FO
2010-05,FISV
2010-05,FLIR
2010-05,GME
2010-05,CSC
2010-05,LO
2010-05,VTR
2010-05,COL
2010-05,SWK
2010-05,VNO
2010-05,TAP
2010-05,SEE
2010-05,MFE
2010-05,GPC
2010-05,RRC
2010-05,ZION
2010-05,PH
2010-05,LEN
2010-05,PCL
2010-05,LM
2010-05,CINF
2010-05,HSP
2010-05,DTE
2010-05,JWN
2010-05,ETN
2010-05,PPG
2010-05,HSY
2010-05,CHRW
2010-05,TDC
2010-05,OI
2010-05,RAI
2010-05,AYE
2010-05,HUM
2010-05,WFM
2010-05,MWV
2010-05,AKAM
2010-05,KLAC
2010-05,APH
2010-05,CMA
2010-05,NBL
2010-05,STR
2010-05,ES
2010-05,CFN
2010-05,TER
2010-05,FLR
2010-05,WYN
2010-05,LIFE
2010-05,DF
2010-05,IRM
2010-05,BMC
2010-05,ITT
2010-05,VRSN
2010-05,CTXS
2010-05,MCHP
2010-05,JNS
2010-05,DOV
2010-05,HOT
2010-05,RHT
2010-05,CPB
2010-05,ETR
2010-05,LUK
2010-05,MUR
2010-05,JBL
2010-05,MCO
2010-05,TSS
2010-05,STZ
2010-05,CEG
2010-05,CMI
2010-05,MJN
2010-05,RRD
2010-05,PBI
2010-05,PWR
2010-05,WY
2010-05,EXPE
2010-05,SVU
2010-05,EXPD
2010-05,APD
2010-05,TE
2010-05,ZBH
2010-05,CNX
2010-05,POM
2010-05,UNS
2010-05,LLTC
2010-05,FHN
2010-05,CPWR
2010-05,WFR
2010-05,WDC
2010-05,SNDK
2010-05,ADSK
2010-05,CMS
2010-05,HOG
2010-05,BDX
2010-05,JCP
2010-05,ECL
2010-05,AEE
2010-05,TGNA
2010-05,NSM
2010-05,GT
2010-05,GOOGL
2010-05,NTRS
2010-05,CAM
2010-05,SRE
2010-05,SII
2010-05,KG
2010-05,EOG
2010-05,DPS
2010-05,MAR
2010-05,K
2010-05,AMP
2010-05,TROW
2010-05,NYX
2010-05,PCS
2010-05,NRG
2010-05,DHR
2010-05,BBBY
2010-05,GENZ
2010-05,AON
2010-05,LTD
2010-05,BTU
2010-05,EKDKQ
2010-05,MCK
2010-05,BIIB
2010-05,CBG
2010-05,TXT
2010-05,CI
2010-05,ODP
2010-05,ESRX
2010-05,XLNX
2010-05,DHI
2010-05,NI
2010-05,NWL
2010-05,ED
2010-05,EQR
2010-05,ABC
2010-05,SYK
2010-05,DISCA
2010-05,NBR
2010-05,PGN
2010-05,SPG
2010-05,HES
2010-05,HCP
2010-05,IGT
2010-05,ALTR
2010-05,ADI
2010-05,CTSH
2010-05,CTL
2010-05,LNC
2010-05,FRX
2010-05,NTH
2010-05,LDOS
2010-05,TSN
2010-05,FE
2010-05,PX
2010-05,MYL
2010-05,KSS
2010-05,AG
2010-05,OMC
2010-05,FDX
2010-05,INTU
2010-05,FTR
2010-05,COH
2010-05,NUE
2010-05,LOM
2010-05,MHFI
2010-05,HNZ
2010-05,PHM
2010-05,PFG
2010-05,CCE
2010-05,PAYX
2010-05,RSG
2010-05,EIX
2010-05,STJ
2010-05,EA
2010-05,CB
2010-05,GIS
2010-05,FIS
2010-05,UUM
2010-05,HRB
2010-05,APA
2010-05,XL
2010-05,AMZN
2010-05,BBY
2010-05,NTAP
2010-05,SWN
2010-05,NOVL
2010-05,A
2010-05,TW
2010-05,LTR
2010-05,MAS
2010-05,CAH
2010-05,MAT
2010-05,PCAR
2010-05,NSC
2010-05,PBCT
2010-05,PCG
2010-05,PPL
2010-05,RTN
2010-05,TLAB
2010-05,GD
2010-05,ITW
2010-05,SWY
2010-05,NKE
2010-05,CSX
2010-05,CNP
2010-05,CA
2010-05,DNR
2010-05,AMT
2010-05,KIM
2010-05,TMO
2010-05,NEE
2010-05,KMB
2010-05,NOV
2010-05,TJX
2010-05,M
2010-05,DE
2010-05,AVP
2010-05,IVZ
2010-05,BHI
2010-05,AET
2010-05,BRCM
2010-05,IP
2010-05,CCL
2010-05,THC
2010-05,COST
2010-05,CAG
2010-05,ANTM
2010-05,HIG
2010-05,VISA
2010-05,DVN
2010-05,COF
2010-05,WIN
2010-05,XEL
2010-05,CELG
2010-05,MHS
2010-05,PRU
2010-05,YUM
2010-05,FCX
2010-05,HCBK
2010-05,SCN
2010-05,GPS
2010-05,AEP
2010-05,SLM
2010-05,WM
2010-05,IPG
2010-05,GNW
2010-05,NEM
2010-05,AAZ
2010-05,CL
2010-05,STT
2010-05,STI
2010-05,ADP
2010-05,UNP
2010-05,PEG
2010-05,PA
2010-05,PNC
2010-05,ADBE
2010-05,JNPR
2010-05,GS
2010-05,MI
2010-05,MMC
2010-05,ALL
2010-05,DC
2010-05,MON
2010-05,NVDA
2010-05,VLO
2010-05,AMD
2010-05,XTO
2010-05,WMB
2010-05,SYY
2010-05,D
2010-05,BAX
2010-05,VIAB
2010-05,CAT
2010-05,ADM
2010-05,SE
2010-05,KR
2010-05,CHK
2010-05,HST
2010-05,LSI
2010-05,EXC
2010-05,SLE
2010-05,AES
2010-05,JCI
2010-05,PGR
2010-05,CBS
2010-05,WU
2010-05,BBT
2010-05,EP
2010-05,MRO
2010-05,MMM
2010-05,HBAN
2010-05,SPLS
2010-05,LUV
2010-05,SBUX
2010-05,TGT
2010-05,EMR
2010-05,BA
2010-05,ALD
2010-05,FITB
2010-05,SYMC
2010-05,OXY
2010-05,MWZ
2010-05,SO
2010-05,MU
2010-05,KEY
2010-05,GILD
2010-05,DD
2010-05,HAL
2010-05,AAPL
2010-05,DTV
2010-05,UTX
2010-05,SWG
2010-05,AMGN
2010-05,WAG
2010-05,UPS
2010-05,LLY
2010-05,AA
2010-05,MCD
2010-05,MDT
2010-05,EBAY
2010-05,TWX
2010-05,DOW
2010-05,UNH
2010-05,YHOO
2010-05,RN
2010-05,SLBA
2010-05,AEC
2010-05,BK
2010-05,TXN
2010-05,IBM
2010-05,DUK
2010-05,AMAT
2010-05,XRX
2010-05,CVS
2010-05,MS
2010-05,LOW
2010-05,COP
2010-05,QWST
2010-05,BSX
2010-05,ABT
2010-05,GLW
2010-05,PEP
2010-05,BRKB
2010-05,QCI
2010-05,HD
2010-05,BMY
2010-05,DELL
2010-05,KFT
2010-05,PM
2010-05,USB
2010-05,DIS
2010-05,ETFC
2010-05,CVX
2010-05,EMC
2010-05,MO
2010-05,WMT
2010-05,NCRA
2010-05,KO
2010-05,MOT
2010-05,HPQ
2010-05,JNJ
2010-05,VZ
2010-05,CMCSA
2010-05,PG
2010-05,S
2010-05,MRK
2010-05,F
2010-05,ORCL
2010-05,JPM
2010-05,XOM
2010-05,WFC
2010-05,INCO
2010-05,CSCO
2010-05,T
2010-05,MSFT
2010-05,PFE
2010-05,BAC
2010-05,GEC
2010-05,R
2010-06,GHC
2010-06,AZO
2010-06,MDP
2010-06,ISRG
2010-06,GAS
2010-06,PCLN
2010-06,SHLD
2010-06,FSLR
2010-06,DNB
2010-06,R
2010-06,MIL
2010-06,FLS
2010-06,SNA
2010-06,DV
2010-06,GWW
2010-06,MXA
2010-06,RL
2010-06,CERN
2010-06,WYNN
2010-06,HAR
2010-06,HRL
2010-06,DO
2010-06,CF
2010-06,EMN
2010-06,FMC
2010-06,ICE
2010-06,WHR
2010-06,CEPH
2010-06,TEG
2010-06,LXK
2010-06,IFF
2010-06,BIG
2010-06,TMK
2010-06,AVB
2010-06,MTZ
2010-06,ARG
2010-06,TIE
2010-06,SRCL
2010-06,ANF
2010-06,VFC
2010-06,FII
2010-06,AN
2010-06,SNI
2010-06,SHW
2010-06,BLL
2010-06,PDCO
2010-06,WAT
2010-06,ROP
2010-06,BCR
2010-06,NVLS
2010-06,MA
2010-06,ATI
2010-06,MEE
2010-06,COG
2010-06,DVA
2010-06,LH
2010-06,HP
2010-06,OKE
2010-06,WPI
2010-06,PNW
2010-06,BFB
2010-06,BMS
2010-06,AKS
2010-06,AVY
2010-06,QLG
2010-06,AIZ
2010-06,CRM
2010-06,SCG
2010-06,RDC
2010-06,NYT
2010-06,LLL
2010-06,PXD
2010-06,AIV
2010-06,WEC
2010-06,PLL
2010-06,PKI
2010-06,SJM
2010-06,EL
2010-06,SUN
2010-06,SIAL
2010-06,FTI
2010-06,ROST
2010-06,VAR
2010-06,HCN
2010-06,RSHCQ
2010-06,JEC
2010-06,GR
2010-06,APOL
2010-06,MWW
2010-06,EFX
2010-06,TIF
2010-06,VMC
2010-06,HRS
2010-06,URBN
2010-06,HAS
2010-06,FAST
2010-06,CTAS
2010-06,MKC
2010-06,PTV
2010-06,AIG
2010-06,FDO
2010-06,MOLX
2010-06,CLF
2010-06,PSA
2010-06,ORLY
2010-06,BXP
2010-06,DRI
2010-06,TSO
2010-06,CLX
2010-06,PCP
2010-06,ROK
2010-06,USX
2010-06,EQT
2010-06,NDAQ
2010-06,XRAY
2010-06,BEN
2010-06,LEG
2010-06,CVH
2010-06,RHI
2010-06,DGX
2010-06,FO
2010-06,FISV
2010-06,LO
2010-06,GME
2010-06,FLIR
2010-06,CSC
2010-06,MFE
2010-06,VTR
2010-06,COL
2010-06,TAP
2010-06,VNO
2010-06,GPC
2010-06,SEE
2010-06,RRC
2010-06,SWK
2010-06,ZION
2010-06,PH
2010-06,LEN
2010-06,CINF
2010-06,PCL
2010-06,LM
2010-06,OI
2010-06,HSY
2010-06,HSP
2010-06,CHRW
2010-06,PPG
2010-06,JWN
2010-06,TDC
2010-06,ETN
2010-06,DTE
2010-06,RAI
2010-06,AYE
2010-06,KLAC
2010-06,HUM
2010-06,MWV
2010-06,WFM
2010-06,AKAM
2010-06,APH
2010-06,NBL
2010-06,STR
2010-06,ES
2010-06,CMA
2010-06,CFN
2010-06,FLR
2010-06,TER
2010-06,WYN
2010-06,IRM
2010-06,BMC
2010-06,DF
2010-06,VRSN
2010-06,JNS
2010-06,LIFE
2010-06,ITT
2010-06,MCHP
2010-06,CTXS
2010-06,DOV
2010-06,CPB
2010-06,RHT
2010-06,ETR
2010-06,HOT
2010-06,LUK
2010-06,STZ
2010-06,MUR
2010-06,JBL
2010-06,MCO
2010-06,TSS
2010-06,ETFC
2010-06,CMI
2010-06,CEG
2010-06,ZBH
2010-06,MJN
2010-06,RRD
2010-06,EXPE
2010-06,PBI
2010-06,PWR
2010-06,WY
2010-06,SVU
2010-06,APD
2010-06,EXPD
2010-06,TE
2010-06,POM
2010-06,KMX
2010-06,UNS
2010-06,LLTC
2010-06,CPWR
2010-06,CNX
2010-06,WFR
2010-06,WDC
2010-06,ADSK
2010-06,FHN
2010-06,CMS
2010-06,SNDK
2010-06,BDX
2010-06,ECL
2010-06,HOG
2010-06,JCP
2010-06,TGNA
2010-06,NSM
2010-06,AEE
2010-06,NTRS
2010-06,GOOGL
2010-06,GT
2010-06,CAM
2010-06,DPS
2010-06,SRE
2010-06,SII
2010-06,KG
2010-06,EOG
2010-06,K
2010-06,NRG
2010-06,AMP
2010-06,MAR
2010-06,TROW
2010-06,NYX
2010-06,PCS
2010-06,BBBY
2010-06,GENZ
2010-06,BIIB
2010-06,BTU
2010-06,EKDKQ
2010-06,AON
2010-06,CBG
2010-06,LTD
2010-06,MCK
2010-06,TXT
2010-06,XLNX
2010-06,DHI
2010-06,ODP
2010-06,CI
2010-06,NI
2010-06,NWL
2010-06,SYK
2010-06,ED
2010-06,ABC
2010-06,EQR
2010-06,DISCA
2010-06,NBR
2010-06,PGN
2010-06,HES
2010-06,SPG
2010-06,LDOS
2010-06,HCP
2010-06,ADI
2010-06,IGT
2010-06,CTSH
2010-06,CTL
2010-06,NTH
2010-06,ALTR
2010-06,FRX
2010-06,LNC
2010-06,FE
2010-06,COH
2010-06,TSN
2010-06,PX
2010-06,OMC
2010-06,AG
2010-06,KSS
2010-06,MYL
2010-06,LOM
2010-06,FTR
2010-06,FDX
2010-06,INTU
2010-06,NUE
2010-06,MHFI
2010-06,HNZ
2010-06,PHM
2010-06,PFG
2010-06,PAYX
2010-06,RSG
2010-06,CCE
2010-06,EIX
2010-06,CB
2010-06,STJ
2010-06,EA
2010-06,HRB
2010-06,FIS
2010-06,UUM
2010-06,APA
2010-06,XL
2010-06,AMZN
2010-06,NTAP
2010-06,BBY
2010-06,SWN
2010-06,A
2010-06,NOVL
2010-06,LTR
2010-06,TW
2010-06,MAS
2010-06,CAH
2010-06,MAT
2010-06,PCAR
2010-06,NSC
2010-06,PCG
2010-06,PBCT
2010-06,RTN
2010-06,GD
2010-06,TLAB
2010-06,ITW
2010-06,NKE
2010-06,SWY
2010-06,CSX
2010-06,CA
2010-06,DNR
2010-06,AMT
2010-06,KIM
2010-06,TJX
2010-06,TMO
2010-06,KMB
2010-06,NEE
2010-06,CNP
2010-06,NOV
2010-06,M
2010-06,DE
2010-06,AET
2010-06,ANTM
2010-06,AVP
2010-06,BHI
2010-06,BRCM
2010-06,CCL
2010-06,THC
2010-06,IP
2010-06,COST
2010-06,HIG
2010-06,CAG
2010-06,DVN
2010-06,GPS
2010-06,VISA
2010-06,MHS
2010-06,COF
2010-06,XEL
2010-06,CELG
2010-06,PRU
2010-06,IVZ
2010-06,YUM
2010-06,PPL
2010-06,FCX
2010-06,HCBK
2010-06,SCN
2010-06,AEP
2010-06,WIN
2010-06,WM
2010-06,SLM
2010-06,IPG
2010-06,GNW
2010-06,CL
2010-06,NEM
2010-06,AAZ
2010-06,PA
2010-06,STI
2010-06,STT
2010-06,ADP
2010-06,PEG
2010-06,UNP
2010-06,GS
2010-06,DHR
2010-06,PNC
2010-06,JNPR
2010-06,ADBE
2010-06,MI
2010-06,ALL
2010-06,MMC
2010-06,DC
2010-06,MON
2010-06,ESRX
2010-06,VLO
2010-06,AMD
2010-06,NVDA
2010-06,WMB
2010-06,SYY
2010-06,D
2010-06,BAX
2010-06,VIAB
2010-06,CAT
2010-06,ADM
2010-06,KR
2010-06,SE
2010-06,CHK
2010-06,LSI
2010-06,HST
2010-06,EXC
2010-06,SLE
2010-06,GIS
2010-06,AES
2010-06,PGR
2010-06,WU
2010-06,JCI
2010-06,CBS
2010-06,BBT
2010-06,EP
2010-06,MRO
2010-06,MMM
2010-06,HBAN
2010-06,SPLS
2010-06,TGT
2010-06,SBUX
2010-06,LUV
2010-06,EMR
2010-06,BA
2010-06,ALD
2010-06,FITB
2010-06,SYMC
2010-06,OXY
2010-06,MWZ
2010-06,SO
2010-06,MU
2010-06,KEY
2010-06,GILD
2010-06,HAL
2010-06,DD
2010-06,DTV
2010-06,AAPL
2010-06,UTX
2010-06,AMGN
2010-06,WAG
2010-06,SWG
2010-06,UPS
2010-06,LLY
2010-06,AA
2010-06,MCD
2010-06,MDT
2010-06,EBAY
2010-06,UNH
2010-06,TWX
2010-06,DOW
2010-06,YHOO
2010-06,SLBA
2010-06,RN
2010-06,AEC
2010-06,BK
2010-06,TXN
2010-06,IBM
2010-06,DUK
2010-06,AMAT
2010-06,CVS
2010-06,XRX
2010-06,MS
2010-06,LOW
2010-06,COP
2010-06,QWST
2010-06,BSX
2010-06,ABT
2010-06,GLW
2010-06,PEP
2010-06,QCI
2010-06,BRKB
2010-06,HD
2010-06,BMY
2010-06,DELL
2010-06,KFT
2010-06,PM
2010-06,USB
2010-06,DIS
2010-06,CVX
2010-06,EMC
2010-06,WMT
2010-06,MO
2010-06,NCRA
2010-06,KO
2010-06,MOT
2010-06,HPQ
2010-06,JNJ
2010-06,CMCSA
2010-06,VZ
2010-06,PG
2010-06,S
2010-06,MRK
2010-06,F
2010-06,ORCL
2010-06,JPM
2010-06,XOM
2010-06,WFC
2010-06,INCO
2010-06,CSCO
2010-06,T
2010-06,MSFT
2010-06,PFE
2010-06,BAC
2010-06,GEC
2010-06,R
2010-07,GHC
2010-07,AZO
2010-07,MDP
2010-07,ISRG
2010-07,GAS
2010-07,PCLN
2010-07,SHLD
2010-07,FSLR
2010-07,DNB
2010-07,R
2010-07,FLS
2010-07,SNA
2010-07,DV
2010-07,GWW
2010-07,MXA
2010-07,RL
2010-07,CERN
2010-07,WYNN
2010-07,HRL
2010-07,HAR
2010-07,DO
2010-07,CF
2010-07,EMN
2010-07,FMC
2010-07,ICE
2010-07,WHR
2010-07,CEPH
2010-07,TEG
2010-07,LXK
2010-07,IFF
2010-07,BIG
2010-07,TMK
2010-07,AVB
2010-07,MTZ
2010-07,ARG
2010-07,TIE
2010-07,SRCL
2010-07,ANF
2010-07,VFC
2010-07,FII
2010-07,AN
2010-07,SNI
2010-07,SHW
2010-07,BLL
2010-07,PDCO
2010-07,WAT
2010-07,ROP
2010-07,BCR
2010-07,NVLS
2010-07,MA
2010-07,ATI
2010-07,MEE
2010-07,COG
2010-07,DVA
2010-07,LH
2010-07,HP
2010-07,OKE
2010-07,WPI
2010-07,PNW
2010-07,BFB
2010-07,BMS
2010-07,AKS
2010-07,AVY
2010-07,QLG
2010-07,AIZ
2010-07,CRM
2010-07,SCG
2010-07,RDC
2010-07,NYT
2010-07,LLL
2010-07,PXD
2010-07,AIV
2010-07,WEC
2010-07,PLL
2010-07,PKI
2010-07,SJM
2010-07,EL
2010-07,SUN
2010-07,SIAL
2010-07,FTI
2010-07,ROST
2010-07,VAR
2010-07,HCN
2010-07,JEC
2010-07,RSHCQ
2010-07,GR
2010-07,APOL
2010-07,MWW
2010-07,EFX
2010-07,TIF
2010-07,VMC
2010-07,HRS
2010-07,URBN
2010-07,HAS
2010-07,FAST
2010-07,CTAS
2010-07,MKC
2010-07,PTV
2010-07,AIG
2010-07,FDO
2010-07,MOLX
2010-07,CLF
2010-07,PSA
2010-07,ORLY
2010-07,BXP
2010-07,DRI
2010-07,TSO
2010-07,CLX
2010-07,PCP
2010-07,ROK
2010-07,USX
2010-07,EQT
2010-07,NDAQ
2010-07,XRAY
2010-07,BEN
2010-07,LEG
2010-07,CVH
2010-07,RHI
2010-07,DGX
2010-07,FO
2010-07,FISV
2010-07,LO
2010-07,GME
2010-07,FLIR
2010-07,CSC
2010-07,MFE
2010-07,VTR
2010-07,COL
2010-07,TAP
2010-07,VNO
2010-07,GPC
2010-07,SEE
2010-07,RRC
2010-07,SWK
2010-07,PH
2010-07,LEN
2010-07,CINF
2010-07,PCL
2010-07,LM
2010-07,OI
2010-07,HSY
2010-07,HSP
2010-07,CHRW
2010-07,PPG
2010-07,JWN
2010-07,TDC
2010-07,ETN
2010-07,DTE
2010-07,RAI
2010-07,AYE
2010-07,KLAC
2010-07,HUM
2010-07,MWV
2010-07,WFM
2010-07,AKAM
2010-07,ZION
2010-07,APH
2010-07,NBL
2010-07,QEP
2010-07,ES
2010-07,CMA
2010-07,CFN
2010-07,FLR
2010-07,TER
2010-07,WYN
2010-07,IRM
2010-07,BMC
2010-07,DF
2010-07,VRSN
2010-07,LIFE
2010-07,JNS
2010-07,ITT
2010-07,MCHP
2010-07,CTXS
2010-07,DOV
2010-07,CPB
2010-07,RHT
2010-07,ETR
2010-07,HOT
2010-07,LUK
2010-07,STZ
2010-07,MUR
2010-07,JBL
2010-07,MCO
2010-07,TSS
2010-07,ETFC
2010-07,CMI
2010-07,CEG
2010-07,ZBH
2010-07,MJN
2010-07,RRD
2010-07,EXPE
2010-07,PBI
2010-07,PWR
2010-07,WY
2010-07,SVU
2010-07,APD
2010-07,EXPD
2010-07,TE
2010-07,KMX
2010-07,POM
2010-07,UNS
2010-07,LLTC
2010-07,CPWR
2010-07,CNX
2010-07,WFR
2010-07,WDC
2010-07,ADSK
2010-07,FHN
2010-07,CMS
2010-07,SNDK
2010-07,BDX
2010-07,ECL
2010-07,HOG
2010-07,JCP
2010-07,TGNA
2010-07,NSM
2010-07,AEE
2010-07,BIIB
2010-07,NTRS
2010-07,GOOGL
2010-07,GT
2010-07,CAM
2010-07,DPS
2010-07,SRE
2010-07,SII
2010-07,KG
2010-07,EOG
2010-07,K
2010-07,NRG
2010-07,AMP
2010-07,MAR
2010-07,TROW
2010-07,NYX
2010-07,PCS
2010-07,BBBY
2010-07,GENZ
2010-07,BTU
2010-07,EKDKQ
2010-07,AON
2010-07,CBG
2010-07,LTD
2010-07,MCK
2010-07,TXT
2010-07,XLNX
2010-07,ODP
2010-07,DHI
2010-07,CI
2010-07,NI
2010-07,NWL
2010-07,SYK
2010-07,ED
2010-07,EQR
2010-07,ABC
2010-07,DISCA
2010-07,NBR
2010-07,PGN
2010-07,HES
2010-07,SPG
2010-07,LDOS
2010-07,HCP
2010-07,ADI
2010-07,IGT
2010-07,CTSH
2010-07,CTL
2010-07,NTH
2010-07,ALTR
2010-07,FRX
2010-07,LNC
2010-07,COH
2010-07,FE
2010-07,TSN
2010-07,PX
2010-07,OMC
2010-07,AG
2010-07,KSS
2010-07,MYL
2010-07,LOM
2010-07,FDX
2010-07,INTU
2010-07,NUE
2010-07,MHFI
2010-07,HNZ
2010-07,PHM
2010-07,PFG
2010-07,PAYX
2010-07,RSG
2010-07,CCE
2010-07,EIX
2010-07,CB
2010-07,STJ
2010-07,EA
2010-07,HRB
2010-07,FIS
2010-07,UUM
2010-07,CB
2010-07,XL
2010-07,AMZN
2010-07,NTAP
2010-07,BBY
2010-07,SWN
2010-07,A
2010-07,NOVL
2010-07,LTR
2010-07,TW
2010-07,MAS
2010-07,APA
2010-07,CAH
2010-07,PCAR
2010-07,MAT
2010-07,NSC
2010-07,PCG
2010-07,PBCT
2010-07,RTN
2010-07,GD
2010-07,TLAB
2010-07,ITW
2010-07,NKE
2010-07,SWY
2010-07,CSX
2010-07,CA
2010-07,DNR
2010-07,AMT
2010-07,KIM
2010-07,TJX
2010-07,TMO
2010-07,KMB
2010-07,NEE
2010-07,CNP
2010-07,NOV
2010-07,M
2010-07,DE
2010-07,AET
2010-07,ANTM
2010-07,AVP
2010-07,BHI
2010-07,BRCM
2010-07,CCL
2010-07,THC
2010-07,IP
2010-07,COST
2010-07,HIG
2010-07,CAG
2010-07,DVN
2010-07,GPS
2010-07,VISA
2010-07,COF
2010-07,MHS
2010-07,XEL
2010-07,CELG
2010-07,PRU
2010-07,YUM
2010-07,IVZ
2010-07,PPL
2010-07,FCX
2010-07,HCBK
2010-07,SCN
2010-07,AEP
2010-07,WM
2010-07,WIN
2010-07,SLM
2010-07,IPG
2010-07,GNW
2010-07,CL
2010-07,NEM
2010-07,AAZ
2010-07,PA
2010-07,STI
2010-07,STT
2010-07,ADP
2010-07,PEG
2010-07,UNP
2010-07,GS
2010-07,JNPR
2010-07,DHR
2010-07,ADBE
2010-07,PNC
2010-07,MI
2010-07,ALL
2010-07,MMC
2010-07,DC
2010-07,MON
2010-07,ESRX
2010-07,VLO
2010-07,AMD
2010-07,NVDA
2010-07,WMB
2010-07,SYY
2010-07,D
2010-07,BAX
2010-07,VIAB
2010-07,CAT
2010-07,ADM
2010-07,KR
2010-07,SE
2010-07,CHK
2010-07,LSI
2010-07,HST
2010-07,EXC
2010-07,SLE
2010-07,GIS
2010-07,AES
2010-07,PGR
2010-07,JCI
2010-07,WU
2010-07,CBS
2010-07,BBT
2010-07,EP
2010-07,MRO
2010-07,MMM
2010-07,HBAN
2010-07,SPLS
2010-07,TGT
2010-07,SBUX
2010-07,LUV
2010-07,EMR
2010-07,BA
2010-07,ALD
2010-07,FITB
2010-07,SYMC
2010-07,OXY
2010-07,MWZ
2010-07,SO
2010-07,MU
2010-07,KEY
2010-07,GILD
2010-07,HAL
2010-07,DD
2010-07,DTV
2010-07,AAPL
2010-07,UTX
2010-07,AMGN
2010-07,SWG
2010-07,WAG
2010-07,UPS
2010-07,FTR
2010-07,LLY
2010-07,AA
2010-07,MCD
2010-07,MDT
2010-07,UNH
2010-07,EBAY
2010-07,TWX
2010-07,DOW
2010-07,YHOO
2010-07,SLBA
2010-07,RN
2010-07,AEC
2010-07,BK
2010-07,TXN
2010-07,IBM
2010-07,DUK
2010-07,AMAT
2010-07,CVS
2010-07,XRX
2010-07,MS
2010-07,LOW
2010-07,COP
2010-07,QWST
2010-07,BSX
2010-07,ABT
2010-07,GLW
2010-07,PEP
2010-07,QCI
2010-07,BRKB
2010-07,HD
2010-07,BMY
2010-07,DELL
2010-07,KFT
2010-07,PM
2010-07,USB
2010-07,DIS
2010-07,CVX
2010-07,EMC
2010-07,WMT
2010-07,MO
2010-07,NCRA
2010-07,KO
2010-07,MOT
2010-07,HPQ
2010-07,JNJ
2010-07,CMCSA
2010-07,VZ
2010-07,PG
2010-07,S
2010-07,MRK
2010-07,F
2010-07,ORCL
2010-07,JPM
2010-07,XOM
2010-07,WFC
2010-07,INCO
2010-07,CSCO
2010-07,T
2010-07,MSFT
2010-07,PFE
2010-07,BAC
2010-07,GEC
2010-07,R
2010-08,GHC
2010-08,AZO
2010-08,MDP
2010-08,ISRG
2010-08,GAS
2010-08,PCLN
2010-08,SHLD
2010-08,FSLR
